FigFam	description	X196.non.day.7	X200.non.day.7	X188.non.day.7	X190.non.day.7	X191.non.day.7	X197.non.day.7	X187.carb.day.7	X189.carb.day.7	X192.carb.day.7	X194.carb.day.7	X195.carb.day.7	X198.carb.day.7	Pvalues	Qvalues	fold_change	
FIG00000970_Polyhydroxyalkanoic_acid_synthase_	FIG00000970	Polyhydroxyalkanoic_acid_synthase_	0	0	0	9.6	5.9	0	0	0.9	2.8	8.5	55.4	0	0.214456212	0.666328779	4.361290323
FIG00013609_DNA-entry_nuclease_(Competence-specific_nuclease)_(EC_3.1.30.-)_	FIG00013609	DNA-entry_nuclease_(Competence-specific_nuclease)_(EC_3.1.30.-)_	45.6	2.1	11.3	6.4	4	65	14.5	2.8	9.3	6.8	0	12.9	0.213648672	0.666328779	-2.902807775
"FIG00007959_FIG007959:_peptidase,_M16_family_"	FIG00007959	"FIG007959:_peptidase,_M16_family_"	91.2	62.3	30.2	17.6	33.3	58.5	115.8	36.9	77.3	57.6	276.9	38.9	0.213475029	0.666328779	2.058683043
FIG00094525_Aromatic-amino-acid_aminotransferase_(EC_2.6.1.57)_	FIG00094525	Aromatic-amino-acid_aminotransferase_(EC_2.6.1.57)_	5.7	2.1	11.3	0	69.8	0	145	0	34.5	1.7	79.1	8.6	0.213681734	0.666328779	3.024746907
FIG00937640_FIG00937641:_hypothetical_protein_	FIG00937640	FIG00937641:_hypothetical_protein_	119.6	43.5	263.7	16	204.4	52	956.8	47.3	378.7	71.3	39.5	18.8	0.214521066	0.666328779	2.163043478
FIG01456490_FIG00409117:_hypothetical_protein_	FIG01456490	FIG00409117:_hypothetical_protein_	580.6	512.3	1337.5	153.3	914	1551.8	2631.6	668.2	3847.8	634.3	767.4	532.3	0.21408477	0.666328779	1.798514704
FIG00005739_Multiple_polyol-specific_dehydrogenase_(EC_1.1.1.-)_	FIG00005739	Multiple_polyol-specific_dehydrogenase_(EC_1.1.1.-)_	85.4	49.7	154.5	28.8	117.9	246.8	369.6	66.4	704.5	49.2	118.8	69.4	0.214113282	0.666328779	2.0171278
"FIG00100659_Phosphopantetheine_adenylyltransferase,_type_II_eukaryotic_(EC_2.7.7.3)_/_DUF84_"	FIG00100659	"Phosphopantetheine_adenylyltransferase,_type_II_eukaryotic_(EC_2.7.7.3)_/_DUF84_"	11.4	2.1	15	32	12.8	13	7.2	2.8	5.6	1.7	7.9	2.9	0.213429042	0.666328779	-3.071174377
"FIG01032086_membrane_protein,_Rhomboid_family_"	FIG01032086	"membrane_protein,_Rhomboid_family_"	22.8	145.2	11.3	1.6	16.7	123.4	43.4	20.8	31.7	17	15.8	4.3	0.213775983	0.666328779	-2.413533835
FIG00645056_FIG00645057:_hypothetical_protein_	FIG00645056	FIG00645057:_hypothetical_protein_	0	2.1	26.4	0	13.8	26	65.2	15.2	115.7	13.6	0	0	0.214820019	0.666396869	3.070278184
FIG00133522_Carbon_monoxide-induced_hydrogenase_iron-sulfur_protein_CooX_	FIG00133522	Carbon_monoxide-induced_hydrogenase_iron-sulfur_protein_CooX_	0	4.1	3.8	6.4	2	0	14.4	14.2	4.7	1.7	7.9	13	0.214685381	0.666396869	3.429447853
FIG00939473_FIG00939475:_hypothetical_protein_	FIG00939473	FIG00939475:_hypothetical_protein_	56.9	12.4	15.1	0	29.5	71.5	7.2	3.7	23.3	5.1	7.9	23	0.214726039	0.666396869	-2.641025641
FIG00010844_Flavodoxin_	FIG00010844	Flavodoxin_	484.1	134.9	64.2	51.2	353.9	571.6	173.7	95.2	262.1	125.6	126.4	77.9	0.214816506	0.666396869	-1.928098502
FIG00137548_Putrescine_utilization_regulator_	FIG00137548	Putrescine_utilization_regulator_	0	0	0	0	2	0	7.2	0.9	0	0	0	1.4	0.21511493	0.66709933	4.75
FIG01195745_Type_II_restriction_enzyme_Bsp6I_(EC_3.1.21.4)_	FIG01195745	Type_II_restriction_enzyme_Bsp6I_(EC_3.1.21.4)_	0	0	0	0	22.6	0	0	59.7	39.2	0	0	0	0.215267362	0.667359642	4.376106195
"FIG01444795_DNA_helicase,_phage-associated;_Type_III_restriction_enzme_"	FIG01444795	"DNA_helicase,_phage-associated;_Type_III_restriction_enzme_"	0	4.2	11.3	0	316.5	19.5	21.7	40.7	22.4	30.5	0	0	0.215436444	0.667671389	-3.048568951
FIG01383681_FIG00407710:_hypothetical_protein_	FIG01383681	FIG00407710:_hypothetical_protein_	0	2.1	22.6	9.6	1	0	94.2	0.9	13.1	10.2	0	4.3	0.215870375	0.668803486	3.47592068
FIG00629994_FIG00629995:_hypothetical_protein_	FIG00629994	FIG00629995:_hypothetical_protein_	17.1	0	0	0	2	0	0	1.9	1.9	0	0	0	0.21609985	0.669301624	-5.026315789
FIG01380792_FIG00405972:_hypothetical_protein_	FIG01380792	FIG00405972:_hypothetical_protein_	0	0	0	8	234.9	1233.6	253.7	0	164.2	0	23.7	1.4	0.21652851	0.670416163	-3.332957111
FIG00534728_FIG00534729:_hypothetical_protein_	FIG00534728	FIG00534729:_hypothetical_protein_	34.2	136.9	75.3	9.6	46.2	51.9	36.2	175.4	103.6	345.9	15.8	63.6	0.216705124	0.670749858	2.09121717
FIG00002036_Chorismate_mutase_II_(EC_5.4.99.5)_	FIG00002036	Chorismate_mutase_II_(EC_5.4.99.5)_	0	8.3	0	0	3.9	0	0	4.7	16.8	15.3	7.9	2.9	0.21702094	0.670874932	3.901639344
FIG00521638_xylan_esterase_1_	FIG00521638	xylan_esterase_1_	0	2.1	0	1.6	2.9	0	21.7	2.8	2.8	1.7	0	0	0.216856228	0.670874932	4.393939394
FIG00712043_Probable_membrane_protein_Cj0124c_	FIG00712043	Probable_membrane_protein_Cj0124c_	11.4	12.5	26.4	9.6	44.3	13	0	3.8	24.3	8.5	0	2.9	0.216888801	0.670874932	-2.967088608
FIG00001046_Mlr7403_protein_	FIG00001046	Mlr7403_protein_	0	4.1	3.8	0	3	6.5	0	15.1	41.1	1.7	0	5.8	0.216999923	0.670874932	3.66091954
FIG01364621_FIG00262664:_hypothetical_protein_	FIG01364621	FIG00262664:_hypothetical_protein_	108.2	39.4	18.8	54.4	44.3	480.5	159.5	14.1	57.8	15.3	63.2	33.1	0.217228368	0.670919923	-2.173760933
FIG00774030_FIG00774031:_hypothetical_protein_	FIG00774030	FIG00774031:_hypothetical_protein_	22.8	10.4	226	1.6	54.1	149.4	217.4	76.8	428.3	223.9	31.6	37.6	0.217370421	0.670919923	2.18737885
FIG01765666_Prefoldin_alpha_subunit_(GimC_alpha_subunit)_	FIG01765666	Prefoldin_alpha_subunit_(GimC_alpha_subunit)_	0	12.4	26.4	0	0	6.5	43.5	8.5	33.6	6.8	23.7	15.9	0.217221933	0.670919923	2.913907285
FIG01030910_Alpha/beta_hydrolase_	FIG01030910	Alpha/beta_hydrolase_	56.9	8.3	0	105.4	34.5	39	28.9	0.9	32.6	3.4	15.8	11.4	0.217367077	0.670919923	-2.624731183
FIG00098195_p53-regulating_protein_kinase_(human_PRPK/yeast_YGR262c)_	FIG00098195	p53-regulating_protein_kinase_(human_PRPK/yeast_YGR262c)_	17.1	4.2	3.8	17.6	3.9	13	14.5	0	1.9	0	0	0	0.217379776	0.670919923	-3.634146341
FIG01381223_Conserved_membrane-spanning_protein_	FIG01381223	Conserved_membrane-spanning_protein_	256.2	0	3.8	0	1	0	14.5	0	1.8	1.7	0	56.4	0.217598227	0.670956559	-3.508064516
FIG01501241_FIG00674338:_hypothetical_protein_	FIG01501241	FIG00674338:_hypothetical_protein_	5.7	16.6	3.8	1.6	2.9	6.5	21.7	0	20.5	10.2	0	65.1	0.217577934	0.670956559	3.167115903
FIG01020079_FIG01020080:_hypothetical_protein_	FIG01020079	FIG01020080:_hypothetical_protein_	68.4	24.9	3.8	0	40.3	97.4	28.9	21.8	17.7	5.1	7.9	8.6	0.217546233	0.670956559	-2.608888889
FIG01343158_methylated-DNA--protein-cysteine_methyltransferase_	FIG01343158	methylated-DNA--protein-cysteine_methyltransferase_	5.7	0	0	4.8	2	0	0	0	4.7	1.7	39.5	5.8	0.217811988	0.670978677	4.136
FIG01032177_FIG01032180:_hypothetical_protein_	FIG01032177	FIG01032180:_hypothetical_protein_	717.3	232.5	644.2	99.1	1279.6	1026	3784.1	403.6	1291.4	603.7	909.8	347	0.217747933	0.670978677	1.835496536
FIG01294895_FIG01294898:_hypothetical_protein_	FIG01294895	FIG01294898:_hypothetical_protein_	0	0	0	1.6	3	32.5	7.2	0.9	0	0	0	0	0.217705299	0.670978677	-4.580246914
FIG00148946_Poly(glycerol-phosphate)_alpha-glucosyltransferase_GftA_(EC_2.4.1.52)_	FIG00148946	Poly(glycerol-phosphate)_alpha-glucosyltransferase_GftA_(EC_2.4.1.52)_	108.2	2.1	0	0	8.8	162.3	50.7	3.8	4.6	1.7	15.8	18.8	0.218345059	0.672300677	-2.949685535
FIG00938537_FIG00938538:_hypothetical_protein_	FIG00938537	FIG00938538:_hypothetical_protein_	108.1	10.4	56.5	9.6	95.2	77.9	268.2	28.4	97.9	22	174.1	157.7	0.21837913	0.672300677	2.091976517
FIG00937282_FIG00937286:_hypothetical_protein_	FIG00937282	FIG00937286:_hypothetical_protein_	552.3	238.2	862.9	89.5	760.6	753.1	2363.1	298.3	2147.8	447.8	356	374.5	0.218472417	0.672375429	1.838573973
FIG00081580_Arsenic_efflux_pump_protein_	FIG00081580	Arsenic_efflux_pump_protein_	108.1	20.8	56.5	30.4	106	227.3	159.4	101.4	527.1	184.8	110.8	21.7	0.219060926	0.673973761	2.012748133
FIG00642139_putative_antirepressor_	FIG00642139	putative_antirepressor_	51.3	2.1	0	17.6	10.9	149.3	0	3.7	31.8	1.7	23.7	18.8	0.219476355	0.674908414	-2.900878294
FIG00013923_Xylanase_	FIG00013923	Xylanase_	62.7	6.2	37.7	6.4	70.8	77.9	347.9	38.8	107.3	15.3	31.6	37.6	0.219503247	0.674908414	2.210546427
FIG00898018_FIG00898020:_hypothetical_protein_	FIG00898018	FIG00898020:_hypothetical_protein_	5.7	18.7	7.6	3.2	3.9	6.5	0	8.5	3.7	0	0	0	0.219615609	0.67504088	-3.737704918
FIG00613342_FIG00613343:_hypothetical_protein_	FIG00613342	FIG00613343:_hypothetical_protein_	34.2	0	7.5	0	0	0	0	0	0	0	7.9	1.4	0.219731125	0.675182956	-4.483870968
FIG00712980_DedA_family_protein_	FIG00712980	DedA_family_protein_	0	10.3	7.6	11.2	15.7	32.5	0	0	7.5	0	7.9	5.8	0.219949074	0.675639595	-3.646226415
FIG00000850_Flagellar_assembly_protein_FliH_	FIG00000850	Flagellar_assembly_protein_FliH_	148	8.3	7.6	19.2	19.6	181.9	28.9	13.2	40.2	44.1	23.7	18.7	0.220046665	0.675726346	-2.278436019
FIG00068942_Uncharacterized_protein_MJ0405_	FIG00068942	Uncharacterized_protein_MJ0405_	113.9	6.3	113	119.8	65.8	188.3	174	14.2	29.9	17	31.6	14.5	0.220277813	0.675749973	-2.158961593
FIG00015744_Cell_division_protein_FtsN_	FIG00015744	Cell_division_protein_FtsN_	0	0	3.8	0	1	13	0	0.9	0	0	0	2.9	0.220296122	0.675749973	-4.684210526
FIG00521726_FIG00521730:_hypothetical_protein_	FIG00521726	FIG00521730:_hypothetical_protein_	22.8	39.4	101.7	27.1	34.4	45.4	181.2	44.5	189.4	125.4	15.8	13	0.220212988	0.675749973	2.102289513
FIG01535556_Site-specific_DNA-methyltransferase_	FIG01535556	Site-specific_DNA-methyltransferase_	0	6.2	0	0	0	0	14.5	0.9	3.7	0	7.9	0	0.220331768	0.675749973	4.35483871
FIG00017615_Universal_stress_protein_family_	FIG00017615	Universal_stress_protein_family_	466.7	404.4	207.2	12.8	133.6	136.3	355.2	856.7	496.3	690.2	79.1	146	0.220513237	0.675891051	1.927626745
FIG01544393_Putative_enzyme_of_poly-gamma-glutamate_biosynthesis_(capsule_formation)_	FIG01544393	Putative_enzyme_of_poly-gamma-glutamate_biosynthesis_(capsule_formation)_	0	8.3	0	0	0	0	7.2	0.9	0	0	23.7	4.3	0.2205165	0.675891051	4.34939759
FIG00936895_FIG00936896:_hypothetical_protein_	FIG00936895	FIG00936896:_hypothetical_protein_	62.6	24.9	128.2	16	69.8	409	137.6	16.9	65.3	61.1	39.5	11.5	0.220801099	0.675912884	-2.140705032
FIG01310975_FIG00407069:_hypothetical_protein_	FIG01310975	FIG00407069:_hypothetical_protein_	0	0	0	8	0	6.5	0	0	0	0	0	2.9	0.220775431	0.675912884	-5
FIG01306921_F420H2_oxidase_(FprA)_	FIG01306921	F420H2_oxidase_(FprA)_	182.2	2.1	11.3	89.4	141.5	90.9	14.5	30.3	22.4	115.3	0	36.1	0.220667758	0.675912884	-2.366880146
"FIG01307832_Bacterial_regulatory_proteins,_AsnC_family_"	FIG01307832	"Bacterial_regulatory_proteins,_AsnC_family_"	45.6	16.6	18.9	6.4	60.9	175.4	36.2	8.3	45.7	17	23.7	9.9	0.220640242	0.675912884	-2.299715909
FIG01657131_DEAD-box_helicase-related_protein_	FIG01657131	DEAD-box_helicase-related_protein_	5.7	6.3	3.8	16	5	32.5	0	1.8	16.8	0	0	0	0.221636584	0.675926171	-3.725806452
FIG00667027_Response_regulator_receiver_	FIG00667027	Response_regulator_receiver_	28.5	0	0	1.6	0	6.5	0	0	0	1.7	0	5.8	0.221310823	0.675926171	-4.88
FIG00897433_FIG00897434:_hypothetical_protein_	FIG00897433	FIG00897434:_hypothetical_protein_	0	0	0	3.2	0	6.5	0	0	1.9	0	0	0	0.221903724	0.675926171	-5.105263158
FIG00017860_Phage_T7_exclusion_protein_	FIG00017860	Phage_T7_exclusion_protein_	0	2.1	3.8	0	0	0	21.7	5.7	0	0	0	0	0.22196759	0.675926171	4.644067797
"FIG00638726_Transcriptional_regulator,_AraC/XylS_family_"	FIG00638726	"Transcriptional_regulator,_AraC/XylS_family_"	404.3	389.8	538.8	169.3	722.3	142.9	2696.6	172.4	555.1	191.6	546	253.1	0.22169388	0.675926171	1.864830616
FIG01332393_conserved_hypothetical_protein_[Pyrococcus_horikoshii];_COG2102:_Predicted_ATPases_of_PP-loop_superfamily;_IPR002761:_Domain_of_unknown_function_DUF71_	FIG01332393	conserved_hypothetical_protein_[Pyrococcus_horikoshii];_COG2102:_Predicted_ATPases_of_PP-loop_superfamily;_IPR002761:_Domain_of_unknown_function_DUF71_	0	0	0	3.2	0	0	0	0	0	10.2	0	4.3	0.221389571	0.675926171	4.53125
FIG01032062_FIG00524870:_hypothetical_protein_	FIG01032062	FIG00524870:_hypothetical_protein_	108.2	33.1	3.8	9.6	18.8	52	36.2	13.3	12.2	6.8	15.8	9.9	0.221460039	0.675926171	-2.393842887
"FIG01529917_helicase,_SNF2/RAD54_family_"	FIG01529917	"helicase,_SNF2/RAD54_family_"	17.1	10.3	41.5	27.2	98.3	0	217.4	32.2	27.1	244.2	0	0	0.221822485	0.675926171	2.679526749
"FIG00946739_putative_anti-sigma_regulatory_factor,_serine/threonine_protein_kinase_"	FIG00946739	"putative_anti-sigma_regulatory_factor,_serine/threonine_protein_kinase_"	0	47.7	37.7	0	20.6	13	87	58.8	68.1	113.6	0	1.4	0.221734795	0.675926171	2.763865546
FIG00939289_FIG00939291:_hypothetical_protein_	FIG00939289	FIG00939291:_hypothetical_protein_	0	0	0	0	3.9	0	0	0	19.6	0	0	0	0.221451329	0.675926171	5.025641026
FIG00004289_SSU_ribosomal_protein_S28e_	FIG00004289	SSU_ribosomal_protein_S28e_	34.2	20.8	22.6	20.8	13.7	13	130.4	13.1	38.2	25.5	55.4	20.2	0.221940784	0.675926171	2.260591527
FIG01304508_Biotin_carboxyl_carrier_protein_of_acetyl-CoA_carboxylase;_Biotin_carboxyl_carrier_protein_	FIG01304508	Biotin_carboxyl_carrier_protein_of_acetyl-CoA_carboxylase;_Biotin_carboxyl_carrier_protein_	5.7	0	0	0	0	0	7.2	0.9	2.8	0	15.8	0	0.221319659	0.675926171	4.684210526
FIG00936882_FIG00936883:_hypothetical_protein_	FIG00936882	FIG00936883:_hypothetical_protein_	227.7	124.3	873.9	43.2	741	1149.2	3885.8	91.9	1964	251	253.2	70.9	0.221780117	0.675926171	2.062735416
FIG00939182_FIG00939183:_hypothetical_protein_	FIG00939182	FIG00939183:_hypothetical_protein_	1149.9	458.4	1759.3	196.5	1442.6	2486.7	6082.1	608.4	3983.1	1188.8	1044.3	584.2	0.221984734	0.675926171	1.800370993
FIG00920142_hypothetical_transcriptional_regulator_	FIG00920142	hypothetical_transcriptional_regulator_	28.5	0	3.8	0	10.8	0	0	0.9	8.4	0	0	1.4	0.221550446	0.675926171	-4.028037383
FIG00896346_FIG00896348:_hypothetical_protein_	FIG00896346	FIG00896348:_hypothetical_protein_	0	0	0	3.2	0	6.5	0	0	0	1.7	0	0	0.22190055	0.675926171	-5.705882353
FIG00003033_FIG003033:_Helicase_domain_protein_	FIG00003033	FIG003033:_Helicase_domain_protein_	11.4	2.1	0	6.4	5.9	0	0	0.9	2.8	1.7	0	0	0.221670135	0.675926171	-4.777777778
"FIG00020337_CO_dehydrogenase/acetyl-CoA_synthase,_acetyl-CoA_synthase_subunit_(EC_2.3.1.169)_"	FIG00020337	"CO_dehydrogenase/acetyl-CoA_synthase,_acetyl-CoA_synthase_subunit_(EC_2.3.1.169)_"	5237.8	2776.9	2095.3	1072.1	1850.6	6714.1	21862.3	1972.5	2832.1	3534.5	3599	1059.1	0.222130916	0.676159986	1.765324002
FIG01304793_Cell_division_protein_FtsJ_/_Ribosomal_RNA_large_subunit_methyltransferase_J_(EC_2.1.1.-)_	FIG01304793	Cell_division_protein_FtsJ_/_Ribosomal_RNA_large_subunit_methyltransferase_J_(EC_2.1.1.-)_	51.3	2.1	52.7	64	5.9	19.5	28.9	1.8	13	1.7	7.9	23.1	0.222330894	0.676237191	-2.558900524
"FIG01304134_Transcriptional_regulator,_LysR_family_"	FIG01304134	"Transcriptional_regulator,_LysR_family_"	290.4	223.8	161.9	87.9	244.8	519.5	123	389.3	109.1	45.9	71.2	66.5	0.222364486	0.676237191	-1.898509317
FIG00009014_Anaerobic_sulfite_reductase_subunit_C_(EC_1.8.1.-)_	FIG00009014	Anaerobic_sulfite_reductase_subunit_C_(EC_1.8.1.-)_	131	251	75.3	8	242.8	298.6	616.1	439.7	308	520.6	47.4	62.1	0.222334789	0.676237191	1.98062978
FIG01885357_ABC1_family_protein_	FIG01885357	ABC1_family_protein_	17.1	24.9	18.8	6.4	6.9	39	14.4	51.1	30.8	100	15.8	46.3	0.22249045	0.67640915	2.284703802
"FIG01303788_3,4-dihydroxy-2-butanone_4-phosphate_synthase_(EC_4.1.99.12)_"	FIG01303788	"3,4-dihydroxy-2-butanone_4-phosphate_synthase_(EC_4.1.99.12)_"	11.4	76.8	56.5	62.4	12.9	26	152.1	19.8	73.6	71.3	63.3	128.6	0.222561167	0.676413093	2.067886179
FIG00526146_FIG00526148:_hypothetical_protein_	FIG00526146	FIG00526148:_hypothetical_protein_	0	0	0	0	2	0	7.2	0	1.9	0	0	0	0.222880296	0.676960687	4.55
FIG01898473_Transcriptional_regulator_araC_family_	FIG01898473	Transcriptional_regulator_araC_family_	0	0	0	0	2	0	7.2	0	0	1.7	0	0	0.222877147	0.676960687	4.45
FIG01412275_FIG00631899:_hypothetical_protein_	FIG01412275	FIG00631899:_hypothetical_protein_	0	2.1	0	3.2	0	6.5	29	3.8	13.1	0	0	0	0.224032567	0.677537251	3.889830508
FIG00078671_Eukaryotic_peptide_chain_release_factor_subunit_1_	FIG00078671	Eukaryotic_peptide_chain_release_factor_subunit_1_	5.7	22.8	18.9	22.4	23.6	6.5	94.1	10.4	33.6	39	23.7	30.2	0.223381806	0.677537251	2.312312312
FIG00002500_Stage_V_sporulation_protein_AD_(SpoVAD)_	FIG00002500	Stage_V_sporulation_protein_AD_(SpoVAD)_	353.1	18.6	34	16	75.6	539.1	181.1	20.7	117.5	17	63.2	83.7	0.22394188	0.677537251	-2.14486755
FIG01030711_Type_I_secretion_system_ATPase_	FIG01030711	Type_I_secretion_system_ATPase_	28.5	12.5	18.8	4.8	39.3	32.5	14.5	3.8	22.4	1.7	7.9	1.4	0.223349981	0.677537251	-2.638297872
"FIG00002212_PTS_system,_mannose-specific_IIB_component_(EC_2.7.1.69)_/_PTS_system,_mannose-specific_IIA_component_(EC_2.7.1.69)_"	FIG00002212	"PTS_system,_mannose-specific_IIB_component_(EC_2.7.1.69)_/_PTS_system,_mannose-specific_IIA_component_(EC_2.7.1.69)_"	131	66.4	124.4	33.5	49.1	77.9	434.9	66.3	175.4	154.4	47.4	66.5	0.223661297	0.677537251	1.959154053
"FIG00136588_Single-stranded-DNA-specific_exonuclease_RecJ,_Bacteriophage_SPBc2-type_"	FIG00136588	"Single-stranded-DNA-specific_exonuclease_RecJ,_Bacteriophage_SPBc2-type_"	11.4	31	11.3	12.8	40.4	19.5	7.2	2.8	26.2	8.5	0	0	0.223679895	0.677537251	-2.827740492
FIG01325079_FIG00488724:_hypothetical_protein_	FIG01325079	FIG00488724:_hypothetical_protein_	68.4	2.1	41.5	55.9	11.8	493.5	173.9	7.5	62.6	3.4	15.8	15.8	0.223805605	0.677537251	-2.412903226
FIG01304698_Molybdate-binding_domain_of_ModE_	FIG01304698	Molybdate-binding_domain_of_ModE_	68.3	8.3	0	4.8	2	84.4	0	4.7	9.3	23.8	15.8	2.8	0.223776567	0.677537251	-2.975177305
"FIG00017264_Putative_formate_dehydrogenase,_cytochrome_B_subunit_(EC_1.2.1.2)_"	FIG00017264	"Putative_formate_dehydrogenase,_cytochrome_B_subunit_(EC_1.2.1.2)_"	22.8	4.1	7.5	4.8	18.6	19.5	0	0	13.1	10.2	0	0	0.22404362	0.677537251	-3.317596567
FIG01324034_Protein-tyrosine-phosphatase_(EC_3.1.3.48)_	FIG01324034	Protein-tyrosine-phosphatase_(EC_3.1.3.48)_	130.9	28.9	143.2	59.2	134.7	266.2	717.6	53	282.7	42.5	284.9	119.9	0.223729528	0.677537251	1.966452627
FIG00516897_FIG00516904:_hypothetical_protein_	FIG00516897	FIG00516904:_hypothetical_protein_	22.8	2.1	0	14.4	5.9	13	0	0.9	0.9	0	7.9	5.7	0.224038521	0.677537251	-3.779220779
FIG01255877_Peptide_chain_release_factor_2_	FIG01255877	Peptide_chain_release_factor_2_	1320.8	537	1137.7	402.9	687.1	1909.1	2587	763.3	3273.1	1402.5	1210.1	926.4	0.223857925	0.677537251	1.695259066
FIG01032282_FIG01032283:_hypothetical_protein_	FIG01032282	FIG01032283:_hypothetical_protein_	0	2.1	0	36.8	15.7	58.4	268.2	3.7	2.8	1.7	55.4	1.4	0.223992569	0.677537251	2.948672566
FIG00037500_Phage_minor_capsid_protein_	FIG00037500	Phage_minor_capsid_protein_	17.1	4.2	3.8	9.6	25.6	103.9	101.5	9.5	210.6	44.1	7.9	15.8	0.223976496	0.677537251	2.371498173
FIG00937449_FIG00899114:_hypothetical_protein_	FIG00937449	FIG00899114:_hypothetical_protein_	5.7	0	0	3.2	7.9	0	0	62.6	0.9	5.1	0	0	0.224159575	0.677677585	4.083333333
FIG01197960_FIG01197961:_hypothetical_protein_	FIG01197960	FIG01197961:_hypothetical_protein_	62.6	2.1	3.8	1.6	1	6.5	0	5.7	3.7	0	0	11.5	0.224298966	0.677888663	-3.71291866
FIG00004178_Flagellin_protein_FlaB_	FIG00004178	Flagellin_protein_FlaB_	62.7	0	15.1	3.2	10.9	6.5	7.2	0.9	1.8	1.7	7.9	11.6	0.224547023	0.678427924	-3.163987138
FIG01032166_FIG01032167:_hypothetical_protein_	FIG01032166	FIG01032167:_hypothetical_protein_	620.5	101.6	105.5	25.6	71.5	194.9	36.1	51.1	113.9	161.1	158.2	43.3	0.225077447	0.678596734	-1.986162853
FIG01331738_Putative_phage_protein_	FIG01331738	Putative_phage_protein_	11.4	4.1	0	0	1	6.5	0	0	4.7	0	0	0	0.224995785	0.678596734	-4.893617021
FIG00847539_FIG00847540:_hypothetical_protein_	FIG00847539	FIG00847540:_hypothetical_protein_	17.1	2.1	0	0	8.8	13	43.5	3.8	25.2	0	55.4	1.4	0.225090406	0.678596734	3.153658537
"FIG01592088_Membrane_protein,_MgtC/SapB_family_"	FIG01592088	"Membrane_protein,_MgtC/SapB_family_"	136.7	8.3	0	118.1	13.7	26	7.2	10.4	20.5	18.7	23.7	43.3	0.224729425	0.678596734	-2.445880452
FIG01360455_N-carbamoyl-D-amino_acid_amidohydrolase_	FIG01360455	N-carbamoyl-D-amino_acid_amidohydrolase_	0	0	0	1.6	0	0	0	0	0	8.5	0	1.4	0.224956845	0.678596734	6.1875
FIG00529190_FIG00529197:_hypothetical_protein_	FIG00529190	FIG00529197:_hypothetical_protein_	0	2.1	0	0	0	0	0	0	0	0	7.9	1.4	0.224932931	0.678596734	4.428571429
FIG00527805_FIG00527813:_hypothetical_protein_	FIG00527805	FIG00527813:_hypothetical_protein_	0	0	0	1.6	0	0	0	0	0	0	7.9	1.4	0.224930753	0.678596734	5.8125
"FIG00011902_ATP-dependent_Clp_protease,_ATP-binding_subunit_ClpC_/_Negative_regulator_of_genetic_competence_clcC/mecB_"	FIG00011902	"ATP-dependent_Clp_protease,_ATP-binding_subunit_ClpC_/_Negative_regulator_of_genetic_competence_clcC/mecB_"	6769.9	1783.3	2992.3	880.5	2384.7	7785.4	5942.3	1840.7	7449.1	16070.2	2364.8	4759.6	0.22536076	0.678668795	1.700589925
FIG01416087_FIG00409304:_hypothetical_protein_	FIG01416087	FIG00409304:_hypothetical_protein_	711.5	56	90.4	127.8	186.7	435.1	413.1	164.7	97.1	10.2	47.4	63.7	0.225302301	0.678668795	-2.018965084
FIG01895881_FIG01055269:_hypothetical_protein_	FIG01895881	FIG01055269:_hypothetical_protein_	0	12.4	15.1	1.6	17.7	13	43.5	2.8	78.4	17	0	24.6	0.225392916	0.678668795	2.780936455
FIG00001798_Co-activator_of_prophage_gene_expression_IbrA_	FIG00001798	Co-activator_of_prophage_gene_expression_IbrA_	0	0	3.8	0	0	13	0	0	63.5	0	7.9	0	0.225249144	0.678668795	4.25
FIG01020197_FIG01020199:_hypothetical_protein_	FIG01020197	FIG01020199:_hypothetical_protein_	28.5	6.2	18.9	3.2	17.6	52	101.4	36.9	113.8	30.5	15.8	1.4	0.225510706	0.6788137	2.371835443
FIG00670290_FIG00670292:_hypothetical_protein_	FIG00670290	FIG00670292:_hypothetical_protein_	165.1	0	11.4	19.2	27.5	65	623.4	1.8	50.3	8.5	15.8	33.2	0.225629048	0.678960172	2.543372658
FIG01031777_FIG01031778:_hypothetical_protein_	FIG01031777	FIG01031778:_hypothetical_protein_	5.7	10.4	0	0	35.4	0	7.2	10.3	43.9	0	94.9	4.3	0.226197254	0.680123889	3.118446602
FIG00340343_Phage_tail_fiber_protein_/_T7-like_tail_tubular_protein_A_	FIG00340343	Phage_tail_fiber_protein_/_T7-like_tail_tubular_protein_A_	0	0	0	1.6	1	0	14.4	0	0	0	0	0	0.226225172	0.680123889	5.538461538
FIG00897112_FIG00897115:_hypothetical_protein_	FIG00897112	FIG00897115:_hypothetical_protein_	136.7	8.3	0	30.4	17.7	110.3	65.2	16.1	8.4	1.7	15.8	13	0.226207915	0.680123889	-2.524126456
FIG00014907_Dipeptide_transport_ATP-binding_protein_DppD_(TC_3.A.1.5.2)_	FIG00014907	Dipeptide_transport_ATP-binding_protein_DppD_(TC_3.A.1.5.2)_	51.3	24.8	7.5	11.2	16.7	103.9	28.9	5.6	13.1	25.4	0	13	0.226311332	0.680173053	-2.504651163
FIG01092934_FIG01092935:_hypothetical_protein_	FIG01092934	FIG01092935:_hypothetical_protein_	0	0	0	0	2.9	19.5	29	7.5	2.8	0	39.6	4.3	0.226498634	0.680316296	3.714285714
