FigFam	description	X188.non.day.2	X190.non.day.2	X191.non.day.2	X196.non.day.2	X197.non.day.2	X200.non.day.2	X187.carb.day.2	X189.carb.day.2	X192.carb.day.2	X194.carb.day.2	X195.carb.day.2	X198.carb.day.2	Pvalues	Qvalues	fold_change	
FIG00554918_FIG00948312:_hypothetical_protein_	FIG00554918	FIG00948312:_hypothetical_protein_	73.8	9.5	5.3	0	0	0	0	0	0	0	0	0	0.000579691	0.045772895	-295.3333333
FIG00052863_Group_2_RNA_polymerase_sigma_factor_@_RNA_polymerase_sigma_factor_RpoD_	FIG00052863	Group_2_RNA_polymerase_sigma_factor_@_RNA_polymerase_sigma_factor_RpoD_	0.3	0	0	90.2	0	0	0	0	0	0	0	0	0.001604723	0.058670896	-301.6666667
FIG00380575_Peptide_methionine_sulfoxide_reductase_MsrB_(EC_1.8.4.12)_	FIG00380575	Peptide_methionine_sulfoxide_reductase_MsrB_(EC_1.8.4.12)_	59.8	14.9	1.3	3	8.8	3.4	0	0	0	0	0	0	8.20E-05	0.023586248	-304
FIG00001580_Fumarate_and_nitrate_reduction_regulatory_protein_	FIG00001580	Fumarate_and_nitrate_reduction_regulatory_protein_	80.9	5.4	4	0	1	0	0	0	0	0	0	0	0.000454832	0.043493396	-304.3333333
"FIG01322457_ComE-like_protein,_Metallo_beta-lactamase_superfamily_hydrolase,_secreted_"	FIG01322457	"ComE-like_protein,_Metallo_beta-lactamase_superfamily_hydrolase,_secreted_"	0	0	0	246.6	0	0	0	0	0	0.8	0	0	0.001895968	0.060292413	-308.25
FIG00745047_FIG00745048:_hypothetical_protein_	FIG00745047	FIG00745048:_hypothetical_protein_	27.1	10.8	1.3	45.1	0.5	8.2	0	0	0	0	0	0	0.000122971	0.027623098	-310
FIG00000834_Phosphoenolpyruvate_carboxykinase_[ATP]_(EC_4.1.1.49)_	FIG00000834	Phosphoenolpyruvate_carboxykinase_[ATP]_(EC_4.1.1.49)_	10.7	10.9	13.3	12	36.2	12.6	0	0	0	0	0	0	1.74E-05	0.008813872	-319
FIG01349909_FIG00896374:_hypothetical_protein_	FIG01349909	FIG00896374:_hypothetical_protein_	26.8	56.8	1.3	9	2.4	0	0	0	0	0	0	0	0.000164553	0.030199745	-321
"FIG00632402_Fumarate_reductase,_flavoprotein_subunit_precursor_(EC_1.3.99.1)_"	FIG00632402	"Fumarate_reductase,_flavoprotein_subunit_precursor_(EC_1.3.99.1)_"	83.4	33.9	2.6	108.2	11.2	22.8	0	0	0.8	0	0	0	2.17E-05	0.009941863	-327.625
FIG01200084_FxsA_protein_	FIG01200084	FxsA_protein_	85.7	5.4	4	3	0	1	0	0	0	0	0	0	0.000230791	0.034925218	-330.3333333
FIG01055001_FIG01055002:_hypothetical_protein_	FIG01055001	FIG01055002:_hypothetical_protein_	22	0	0	75.2	0	1.9	0	0	0	0	0	0	0.00051881	0.045772895	-330.3333333
FIG01031902_FIG01031904:_hypothetical_protein_	FIG01031902	FIG01031904:_hypothetical_protein_	0.3	0	0	0	133.4	0	0	0	0.4	0	0	0	0.001108813	0.055711173	-334.25
FIG01611279_FIG00405976:_hypothetical_protein_	FIG01611279	FIG00405976:_hypothetical_protein_	0	272	0	0	0	0	0	0	0	0.8	0	0	0.001761428	0.060117325	-340
FIG00000541_2-oxoglutarate_dehydrogenase_E1_component_(EC_1.2.4.2)_	FIG00000541	2-oxoglutarate_dehydrogenase_E1_component_(EC_1.2.4.2)_	102.5	6.8	1.3	0	0.5	0.5	0	0	0	0	0	0	0.000605664	0.045772895	-372
FIG01340682_Putative_stability/partitioning_protein_encoded_within_prophage_CP-933T_	FIG01340682	Putative_stability/partitioning_protein_encoded_within_prophage_CP-933T_	67.6	16.2	12	12	0	5.3	0	0	0	0	0	0	6.37E-05	0.018932863	-377
FIG00589203_FIG00589204:_hypothetical_protein_	FIG00589203	FIG00589204:_hypothetical_protein_	25.6	0	0	87.2	0	0.5	0	0	0	0	0	0	0.00066332	0.045772895	-377.6666667
FIG00003117_LysR_family_transcriptional_regulator_lrhA_	FIG00003117	LysR_family_transcriptional_regulator_lrhA_	106.3	6.8	5.3	0	0	0	0	0	0	0	0	0	0.000445979	0.043493396	-394.6666667
FIG00008665_16_kDa_heat_shock_protein_A_	FIG00008665	16_kDa_heat_shock_protein_A_	2091	350.6	331.4	357.9	4.9	331.7	2	6.7	0	0	0	0	3.45E-06	0.006958454	-398.5632184
FIG00750304_FIG00750306:_hypothetical_protein_	FIG00750304	FIG00750306:_hypothetical_protein_	0	1.4	0	0	334.3	0	0	0	0.8	0	0	0	0.001137919	0.055856044	-419.625
"FIG01563742_Soluble_aldose_sugar_dehydrogenase,_PQQ-dependent_(EC_1.1.5.-)_"	FIG01563742	"Soluble_aldose_sugar_dehydrogenase,_PQQ-dependent_(EC_1.1.5.-)_"	107.7	18.9	4	0	0	1.5	0	0	0	0	0	0	0.000213111	0.034041339	-440.3333333
FIG01304266_Inner_membrane_protein_YhaI_	FIG01304266	Inner_membrane_protein_YhaI_	2.5	0	1.3	1603.2	0	0	0	3.4	0	0	0	0	0.000536954	0.045772895	-472.6470588
FIG00000976_Transcription_elongation_factor_GreB_	FIG00000976	Transcription_elongation_factor_GreB_	8.8	134	1.3	0	0	0.5	0	0	0	0	0	0	0.000438004	0.043493396	-482
FIG00007876_Lactate_2-monooxygenase_(EC_1.13.12.4)_	FIG00007876	Lactate_2-monooxygenase_(EC_1.13.12.4)_	83.1	5.5	10.7	39.1	7.4	1	0	0	0	0	0	0	2.19E-05	0.009941863	-489.3333333
"FIG00924052_P_pilus_assembly/Cpx_signaling_pathway,_periplasmic_inhibitor/zinc-_resistance_associated_protein_"	FIG00924052	"P_pilus_assembly/Cpx_signaling_pathway,_periplasmic_inhibitor/zinc-_resistance_associated_protein_"	139.8	6.8	2.7	0	0.5	0.5	0	0	0	0	0	0	0.000371312	0.039730921	-501
FIG01250929_FIG01250930:_hypothetical_protein_	FIG01250929	FIG01250930:_hypothetical_protein_	0	9.5	0	0	194	0	0	0	0.4	0	0	0	0.000411884	0.042295141	-508.75
FIG00905570_C4-dicarboxylate_transporter_DcuA_	FIG00905570	C4-dicarboxylate_transporter_DcuA_	147.4	16.2	20	15	1	6.8	0	0	0.4	0	0	0	1.15E-05	0.007095899	-516
FIG00017616_Antitoxin_YgiT_	FIG00017616	Antitoxin_YgiT_	109.6	17.6	24	6	0	0.5	0	0	0	0	0	0	9.96E-05	0.025319868	-525.6666667
FIG00340334_16_kDa_heat_shock_protein_B_	FIG00340334	16_kDa_heat_shock_protein_B_	1557.8	222	173.1	108.3	5.9	59	4	0	0	0	0	0	4.11E-06	0.006958454	-531.525
FIG00742671_FIG00742672:_hypothetical_protein_	FIG00742671	FIG00742672:_hypothetical_protein_	75.5	27.1	0	45.1	8.3	58	0	0	0.4	0	0	0	9.90E-06	0.007095899	-535
FIG00897941_FIG00897943:_hypothetical_protein_	FIG00897941	FIG00897943:_hypothetical_protein_	149.4	209.8	14.6	42.1	15.6	6.3	0	0	0.8	0	0	0	6.50E-06	0.006958454	-547.25
FIG00752192_FIG00752194:_hypothetical_protein_	FIG00752192	FIG00752194:_hypothetical_protein_	0	0	0	926.4	0.5	2.9	0	0	0	1.6	0	0	0.000641037	0.045772895	-581.125
FIG01280521_Outer_membrane_protein_X_precursor_	FIG01280521	Outer_membrane_protein_X_precursor_	132.8	10.8	18.6	15	1	6.3	0	0	0	0	0	0	1.57E-05	0.008597879	-615
FIG00795925_hypothetical_protein_(multi-domain)_	FIG00795925	hypothetical_protein_(multi-domain)_	0	0	0	0	260.5	0	0	0	0.4	0	0	0	0.000573997	0.045772895	-651.25
FIG01313888_glycogen_synthesis_protein_GlgS_	FIG01313888	glycogen_synthesis_protein_GlgS_	181.2	6.8	8	12	0.5	2.4	0	0	0	0	0	0	5.14E-05	0.017385448	-703
FIG00634692_Putative_outer_membrane_protein_	FIG00634692	Putative_outer_membrane_protein_	194.5	9.5	9.3	3	0	0.5	0	0	0	0	0	0	0.000111589	0.02601434	-722.6666667
FIG01232070_FIG01232073:_hypothetical_protein_	FIG01232070	FIG01232073:_hypothetical_protein_	0.8	199	0	0	19.5	0	0	0	0	0	0	0	0.000249376	0.035263101	-731
FIG00002448_MSHA_pilin_protein_MshA_	FIG00002448	MSHA_pilin_protein_MshA_	0.3	0	0	219.6	0	0	0	0	0	0	0	0	0.000645903	0.045772895	-733
FIG00003125_hemimethylated_DNA_binding_protein_YccV_	FIG00003125	hemimethylated_DNA_binding_protein_YccV_	468.1	47.4	38.6	45.1	2	6.8	0	0	0	0.8	0	0	8.83E-06	0.006984711	-760
FIG00137886_Pyruvate_dehydrogenase_E1_component_(EC_1.2.4.1)_	FIG00137886	Pyruvate_dehydrogenase_E1_component_(EC_1.2.4.1)_	196.7	21.7	16	6	0	4.4	0	0	0	0	0	0	2.74E-05	0.011241071	-816
FIG01116756_FIG01116757:_hypothetical_protein_	FIG01116756	FIG01116757:_hypothetical_protein_	3.1	0	0	246.6	0	0	0	0	0	0	0	0	0.000383476	0.039852452	-832.3333333
FIG01200701_Putative_exported_protein_	FIG01200701	Putative_exported_protein_	235.6	21.7	21.3	15	0	4.4	0	0	0	0	0	0	1.59E-05	0.008597879	-993.3333333
FIG00744957_FIG00744959:_hypothetical_protein_	FIG00744957	FIG00744959:_hypothetical_protein_	84	33.8	22.6	174.5	19.1	86.1	0	0	0.4	0	0	0	1.62E-07	0.001396868	-1050.25
FIG01309495_biofilm_regulator_BssR_	FIG01309495	biofilm_regulator_BssR_	295.4	67.7	18.6	12	0	0	0	0	0	0	0	0	2.50E-05	0.010772641	-1312.333333
FIG00003409_Ribosome_hibernation_protein_YfiA_	FIG00003409	Ribosome_hibernation_protein_YfiA_	319.9	16.2	39.9	18	0.5	6.8	0	0	0	0	0	0	8.91E-06	0.006984711	-1337.666667
FIG00001238_Sigma_factor_RpoE_negative_regulatory_protein_RseA_	FIG00001238	Sigma_factor_RpoE_negative_regulatory_protein_RseA_	356	40.6	24	12	0	3.4	0	0	0	0	0	0	1.09E-05	0.007095899	-1453.333333
FIG00746225_FIG00746226:_hypothetical_protein_	FIG00746225	FIG00746226:_hypothetical_protein_	142.9	31.1	4	210.5	5.4	48.8	0	0	0	0	0	0	9.60E-07	0.002760747	-1475.666667
FIG01179746_FIG01179747:_hypothetical_protein_	FIG01179746	FIG01179747:_hypothetical_protein_	0	0	0	568.5	0	4.4	0	0	0	0	0	0	0.000185013	0.031917415	-1909.666667
"FIG00138562_Type_cbb3_cytochrome_oxidase_biogenesis_protein_CcoG,_involved_in_Cu_oxidation_"	FIG00138562	"Type_cbb3_cytochrome_oxidase_biogenesis_protein_CcoG,_involved_in_Cu_oxidation_"	2.5	1.4	0	779	0	0	0	0	0	0	0	0	0.000126469	0.027623098	-2609.666667
FIG00001093_Electron_transfer_flavoprotein-ubiquinone_oxidoreductase_(EC_1.5.5.1)_	FIG00001093	Electron_transfer_flavoprotein-ubiquinone_oxidoreductase_(EC_1.5.5.1)_	3.4	1.4	0	971.5	0	0	0	0	0	0	0	0	0.000104777	0.025319868	-3254.333333
FIG00052311_Cytochrome_c551_NirM_	FIG00052311	Cytochrome_c551_NirM_	0.3	0	0	1876.9	2	0	0	0	0.4	0	0	0	0.000105674	0.025319868	-4698
"FIG01569573_Endoglucanase_1_precursor_(EC_3.2.1.4)_(Endoglucanase_I)_(EGI)_(Endo-1,4-beta-glucanase)_(Cellulase_I)_"	FIG01569573	"Endoglucanase_1_precursor_(EC_3.2.1.4)_(Endoglucanase_I)_(EGI)_(Endo-1,4-beta-glucanase)_(Cellulase_I)_"	0	94.7	0	0	1	0	2	0	0	0	0	0	0.011177649	0.100642176	-47.85
FIG01118166_FIG01118169:_hypothetical_protein_	FIG01118166	FIG01118169:_hypothetical_protein_	14.4	121.9	0	210.5	7.4	19.9	0	16.8	3.5	6.4	1.3	5.3	0.011259155	0.101270341	-11.23423423
FIG01401170_putative_mobilization_protein_	FIG01401170	putative_mobilization_protein_	1.4	0	1.3	0	3.9	2.5	33.9	33.6	3.9	9.6	6.5	5.3	0.011277402	0.101328798	10.1978022
FIG00673549_TrsE_protein_	FIG00673549	TrsE_protein_	15.8	43.4	28	279.7	28.9	37.2	1524.4	331.9	124.4	46.9	663.2	36.2	0.011313213	0.101544787	6.297921478
"FIG01750898_putative_dTDP-glucose_4,6-dehydratase_"	FIG01750898	"putative_dTDP-glucose_4,6-dehydratase_"	11.3	24.5	77.2	42.1	11.3	1	1243	633.3	16.7	3.2	2.6	10.7	0.011394466	0.102167782	11.40681004
FIG00645378_FIG00645380:_hypothetical_protein_	FIG00645378	FIG00645380:_hypothetical_protein_	0	0	0	0	0	1	0	0	0	5.6	9.1	21.5	0.011420993	0.102299299	36.2
"FIG01388686_ATP-binding_region,_ATPase-like:Histidine_kinase,_HAMP_region_"	FIG01388686	"ATP-binding_region,_ATPase-like:Histidine_kinase,_HAMP_region_"	1.1	0	0	0	0	0	0	6.7	2.7	0	7.7	10.7	0.011519141	0.103071392	25.27272727
FIG01318622_nucleoside_transport_protein_	FIG01318622	nucleoside_transport_protein_	14.9	10.8	1.3	51.1	42.1	1.5	0	3.4	2.4	0	0	4	0.011539911	0.103075552	-12.41836735
FIG00896866_FIG00407580:_hypothetical_protein_	FIG00896866	FIG00407580:_hypothetical_protein_	1.4	0	0	3	0	0	4	53.6	1.9	0	16.8	4	0.011543506	0.103075552	18.25
FIG00229422_MSHA_biogenesis_protein_MshG_	FIG00229422	MSHA_biogenesis_protein_MshG_	0.3	0	0	3	0	0	27.9	36.9	0	0	7.7	2.7	0.011571432	0.103218062	22.78787879
"FIG01288647_sugar-binding_transcriptional_regulator,_LacI_family_"	FIG01288647	"sugar-binding_transcriptional_regulator,_LacI_family_"	17.8	0	0	18	0	1.5	0	0	0	0	1.3	0	0.01161973	0.103541809	-28.69230769
FIG00005237_GTP_pyrophosphokinase_(EC_2.7.6.5)_	FIG00005237	GTP_pyrophosphokinase_(EC_2.7.6.5)_	431.2	463.6	298.1	878.2	275.3	483.9	2298.7	1180.3	321.4	1278.7	1027.5	4707.1	0.011647671	0.103683679	3.820690386
FIG00443610_Bll0096_protein_	FIG00443610	Bll0096_protein_	0	60.9	0	0	0.5	0	0	0	1.2	0	0	0	0.011676074	0.10382936	-51.16666667
FIG00532752_FIG00532760:_hypothetical_protein_	FIG00532752	FIG00532760:_hypothetical_protein_	1.1	0	0	0	0	0	21.9	3.4	0	0	2.6	2.7	0.011763506	0.104307958	27.81818182
FIG00744046_Phosphotransferase_system_galacitol-specific_IIA_domain_(Ntr-type)_	FIG00744046	Phosphotransferase_system_galacitol-specific_IIA_domain_(Ntr-type)_	0.3	0	1.3	3	0	0.5	0	0	0	0	0	0	0.011837172	0.104307958	-17
FIG01129065_FIG01129072:_hypothetical_protein_	FIG01129065	FIG01129072:_hypothetical_protein_	0.3	0	0	0	0.5	0	0	0	0	3.2	0	1.3	0.01183907	0.104307958	5.625
FIG00674390_Dipeptidyl_aminopeptidases/acylaminoacyl-peptidases_	FIG00674390	Dipeptidyl_aminopeptidases/acylaminoacyl-peptidases_	0	1.4	0	3	0.5	0.5	0	0	0	0	0	0	0.011837081	0.104307958	-18
FIG00647261_FIG00647262:_hypothetical_protein_	FIG00647261	FIG00647262:_hypothetical_protein_	5.8	1.4	5.3	27.1	45	3.9	389	80.5	3.5	39.7	21.9	122.2	0.011850821	0.104307958	7.421468927
FIG01956366_GTP-binding_protein_HflX_	FIG01956366	GTP-binding_protein_HflX_	1.1	8.1	12	0	1	3.9	0	0	0	0	1.3	0	0.011820572	0.104307958	-20.07692308
FIG00532568_FIG00532571:_hypothetical_protein_	FIG00532568	FIG00532571:_hypothetical_protein_	0	0	0	0	0	0	0	3.4	0.4	0	1.3	0	0.011837071	0.104307958	17
FIG01055181_protein_of_unknown_function_DUF795_	FIG01055181	protein_of_unknown_function_DUF795_	0.3	0	0	0	0	0	0	3.4	0.4	0	0	1.3	0.011836542	0.104307958	17
FIG00937368_FIG00937369:_hypothetical_protein_	FIG00937368	FIG00937369:_hypothetical_protein_	36.9	0	87.8	213.6	38.6	105.4	828	2509.7	38.5	39.8	166.4	274.1	0.011782259	0.104307958	7.996060543
"FIG00614527_dehydrogenase,_E1_component_"	FIG00614527	"dehydrogenase,_E1_component_"	0	0	0	102.3	0	0	0	0	1.6	0	0	0	0.011745076	0.104307958	-63.9375
FIG01329827_PROBABLE_TRANSMEMBRANE_PROTEIN_	FIG01329827	PROBABLE_TRANSMEMBRANE_PROTEIN_	0.6	10.8	2.7	18	8.8	0	0	0	0.4	0.8	1.3	0	0.011881319	0.10446979	-16.36
FIG01370234_Tetratricopeptide_TPR_2_repeat_protein_	FIG01370234	Tetratricopeptide_TPR_2_repeat_protein_	7.3	0	1.3	21.1	0	0	153.6	633.3	0.4	0.8	0	0	0.011941415	0.104891277	26.53535354
FIG00946244_putative_ABC_transporter_	FIG00946244	putative_ABC_transporter_	0.3	0	0	0	0	0	6	0	0	0	0	0	0.012029367	0.104939751	20
FIG01054693_FIG01054695:_hypothetical_protein_	FIG01054693	FIG01054695:_hypothetical_protein_	0	0	0	6	0	0.5	0	0	0	0	0	0	0.012039146	0.104939751	-21.66666667
FIG00012617_Biofilm_PGA_synthesis_auxiliary_protein_PgaD_	FIG00012617	Biofilm_PGA_synthesis_auxiliary_protein_PgaD_	6.2	0	0	0	0.5	0	0	0	0	0	0	0	0.012043027	0.104939751	-22.33333333
FIG01960221_Cytoplasmic_alpha-amylase_(EC_3.2.1.1)_	FIG01960221	Cytoplasmic_alpha-amylase_(EC_3.2.1.1)_	0	0	0	0	0.5	0	6	0	0	0	0	0	0.012029367	0.104939751	12
"FIG00135494_Possible_alpha-xyloside_ABC_transporter,_substrate-binding_component_"	FIG00135494	"Possible_alpha-xyloside_ABC_transporter,_substrate-binding_component_"	5.4	9.5	0	9	53.8	10.2	640.4	328.4	5.8	1.6	19.4	5.4	0.012003092	0.104939751	11.38794084
FIG00018398_COG2363_	FIG00018398	COG2363_	6.2	0	0	0	0	0	0	0	0.4	0	0	0	0.012043027	0.104939751	-15.5
FIG00000737_Two-component_system_response_regulator_QseB_	FIG00000737	Two-component_system_response_regulator_QseB_	0.3	0	0	6	0.5	0	0	0	0	0	0	0	0.012039146	0.104939751	-22.66666667
"FIG01411220_Cellulose_1,4-beta-cellobiosidase(_EC:3.2.1.91_)_"	FIG01411220	"Cellulose_1,4-beta-cellobiosidase(_EC:3.2.1.91_)_"	0	0	0	0	6.4	0	0	0	0.4	0	0	0	0.012044261	0.104939751	-16
FIG01387068_Putative_glycosidase_	FIG01387068	Putative_glycosidase_	2.8	0	0	3	1	0	0	174.2	1.2	2.4	1.3	0	0.012101259	0.105329972	26.33823529
"FIG00898093_endo-1,4-beta-xylanase_D_precursor_"	FIG00898093	"endo-1,4-beta-xylanase_D_precursor_"	4.2	10.8	0	12	2	0	0	0	1.2	0	0	0	0.012151994	0.105664948	-24.16666667
"FIG00020188_Hypothetical_protein,_Lmo2306_homolog_[Bacteriophage_A118]_"	FIG00020188	"Hypothetical_protein,_Lmo2306_homolog_[Bacteriophage_A118]_"	0	0	0	0	1	0	8	36.9	0	0	0	0	0.012250931	0.106417954	44.9
FIG00051986_DNA-binding_domain_of_ModE_/_Molybdate-binding_domain_of_ModE_	FIG00051986	DNA-binding_domain_of_ModE_/_Molybdate-binding_domain_of_ModE_	0	0	1.3	0	0	0	6	10.1	1.2	1.6	0	5.4	0.01226867	0.106464832	18.69230769
FIG00080099_Beta-glucanase_precursor_(EC_3.2.1.73)_	FIG00080099	Beta-glucanase_precursor_(EC_3.2.1.73)_	38.4	63.6	43.9	718.7	98.3	714.8	471	918.3	155.2	35.9	8170.2	2987.7	0.012300045	0.106629823	7.592716219
"FIG00013350_Putative_ribose_uptake_protein_RbsU,_GRP_transporter_family_(TC_2.A.7.5)_"	FIG00013350	"Putative_ribose_uptake_protein_RbsU,_GRP_transporter_family_(TC_2.A.7.5)_"	6.5	2.7	0	9	3.4	2.4	0	0	1.2	0	0	0	0.01231253	0.106630887	-20
FIG01357774_FIG01162354:_hypothetical_protein_	FIG01357774	FIG01162354:_hypothetical_protein_	0	2.7	0	0	0	1	69.8	13.4	1.2	0	7.7	0	0.012399403	0.107275532	24.89189189
FIG01790037_FIG00938210:_hypothetical_protein_	FIG01790037	FIG00938210:_hypothetical_protein_	6.5	0	4	24	0.5	2.4	225.4	137.4	4.3	1.6	16.8	14.8	0.012442131	0.107537344	10.70320856
FIG00749711_FIG00749712:_hypothetical_protein_	FIG00749711	FIG00749712:_hypothetical_protein_	31.3	9.5	13.3	33.1	6.4	10.2	0	6.7	0	0	0	0	0.012495193	0.107887856	-15.49253731
FIG01960098_SSU_ribosomal_protein_S1p_	FIG01960098	SSU_ribosomal_protein_S1p_	69.6	0	74.5	189.5	25.4	64.3	1117.3	874.6	10.1	621.2	185.8	137	0.012542448	0.108187575	6.959603118
FIG00939227_FIG00939228:_hypothetical_protein_	FIG00939227	FIG00939228:_hypothetical_protein_	23.1	0	18.6	63.1	4.4	40.7	399	827.6	12	4	42.6	64.5	0.012590428	0.108384664	9.004002668
FIG01506076_DNA_mismatch_repair_protein_[MutS]_	FIG01506076	DNA_mismatch_repair_protein_[MutS]_	11.3	5.5	2.6	33.1	2	7.3	33.9	40.2	37.7	36.6	219.3	20.1	0.012585598	0.108384664	6.275080906
FIG00614964_DNA_double-strand_break_repair_protein_Mre11_	FIG00614964	DNA_double-strand_break_repair_protein_Mre11_	24.9	93.4	21.3	108.3	17.1	19.4	1446.5	204.5	37.4	27.8	18.1	130.4	0.012854558	0.110548099	6.556610408
"FIG01332365_peptidase,_M48_family_"	FIG01332365	"peptidase,_M48_family_"	12.7	0	0	9	1.5	0	211.5	70.4	0	0	0	169.3	0.01287314	0.110597641	19.44827586
FIG00009044_Thiol-activated_cytolysin_	FIG00009044	Thiol-activated_cytolysin_	198.7	1.4	1.3	324.8	0.5	16	2	16.8	5.4	11.1	0	0	0.0129769	0.111190719	-15.37393768
FIG01305255_DNA_transposition_protein_	FIG01305255	DNA_transposition_protein_	7.6	0	0	0	0	2.4	4	53.6	3.1	58.9	19.4	2.7	0.012980844	0.111190719	14.17
FIG01357720_ABC_transporter_permease_component_	FIG01357720	ABC_transporter_permease_component_	9.9	9.5	1.3	18	2	7.3	0	0	0	2.4	1.3	0	0.012971442	0.111190719	-12.97297297
FIG01441291_D-octopine_dehydrogenase_(EC_1.5.1.11)_	FIG01441291	D-octopine_dehydrogenase_(EC_1.5.1.11)_	2.3	1.4	0	9	0	0.5	4	254.7	1.9	0	0	4	0.013030359	0.111504124	20.04545455
"FIG01407382_Conserved_membrane_protein,_possible_homolog_of_CAAX-like_membrane_endopeptidase_"	FIG01407382	"Conserved_membrane_protein,_possible_homolog_of_CAAX-like_membrane_endopeptidase_"	6.5	2.7	1.3	15	1	1	111.8	33.5	24.1	0.8	24.5	21.5	0.013105433	0.112035399	7.861818182
FIG00656111_Pectate_lyase_(EC_4.2.2.2)_	FIG00656111	Pectate_lyase_(EC_4.2.2.2)_	0	0	1.3	0	1	0.5	16	20.1	0	0	5.2	4	0.013213111	0.112844079	16.17857143
"FIG00044817_RNA_polymerase_sigma-70_factor,_ECF_family_"	FIG00044817	"RNA_polymerase_sigma-70_factor,_ECF_family_"	1.4	0	0	0	0	0	0	40.2	0	0	0	4	0.013261059	0.11314155	31.57142857
FIG01799981_320aa_long_hypothetical_protein_	FIG01799981	320aa_long_hypothetical_protein_	0.6	0	1.3	6	3.4	1.9	49.9	120.6	1.9	0	0	13.4	0.01333675	0.113674893	14.07575758
FIG00526020_FIG00526021:_hypothetical_protein_	FIG00526020	FIG00526021:_hypothetical_protein_	0.3	0	1.3	0	1	0	4	26.8	0.4	0.8	10.3	1.3	0.013361798	0.113724736	16.76923077
FIG00938430_FIG00938431:_hypothetical_protein_	FIG00938430	FIG00938431:_hypothetical_protein_	0.8	0	0	478.2	0.5	69.1	10	3.4	5.4	5.6	6.5	0	0.013368966	0.113724736	-17.75404531
FIG01596260_RNA_polymerase_sigma_factor_sigW_	FIG01596260	RNA_polymerase_sigma_factor_sigW_	0.6	8.1	0	0	58.6	0.5	0	0	0	2.4	0	0	0.013382832	0.113730527	-28.25
FIG00672592_FIG00672593:_hypothetical_protein_	FIG00672592	FIG00672593:_hypothetical_protein_	5.1	310	45.2	12	227.8	7.8	2	3.4	23.3	37.4	6.5	1.3	0.01347296	0.114383767	-8.225981055
FIG00436066_beta-lactamase_	FIG00436066	beta-lactamase_	1.4	0	0	0	0	0	23.9	10.1	0.4	0	1.3	0	0.013647467	0.115524188	25.5
FIG01345476_FIG00605934:_hypothetical_protein_	FIG01345476	FIG00605934:_hypothetical_protein_	0	21.7	0	0	157.4	0	0	0	4.7	0.8	0	0	0.013637056	0.115524188	-32.56363636
FIG00937249_VCBS_	FIG00937249	VCBS_	0	1.4	0	0	0	0	12	0	0	0	18.1	2.7	0.013639952	0.115524188	23.42857143
FIG00030774_FIG138056:_a_glutathione-dependent_thiol_reductase_	FIG00030774	FIG138056:_a_glutathione-dependent_thiol_reductase_	5.4	0	0	0	0	0.5	0	0	0	0	0	0	0.013664824	0.115557709	-19.66666667
FIG00938801_FIG00938802:_hypothetical_protein_	FIG00938801	FIG00938802:_hypothetical_protein_	9.6	2.7	16	45.1	9.3	14.5	165.6	455.7	1.6	8	31	40.3	0.01370389	0.115774574	7.224279835
FIG00744537_contains_DUF161_family_domain_	FIG00744537	contains_DUF161_family_domain_	5.1	13.6	2.7	12	0	2.9	0	0	1.2	0	0	1.3	0.013769115	0.116211797	-14.52
"FIG00005089_Spore_cortex-lytic_enzyme,_lytic_transglycosylase_SleB_"	FIG00005089	"Spore_cortex-lytic_enzyme,_lytic_transglycosylase_SleB_"	245	24.6	111.9	144.3	25.9	107.9	1378.7	1015.5	138.8	43.8	178.3	441.7	0.013906695	0.11725824	4.846573681
FIG00645131_FIG00645132:_hypothetical_protein_	FIG00645131	FIG00645132:_hypothetical_protein_	0.3	1.4	20	0	2.5	5.8	0	0	1.2	0	0	0	0.013945559	0.117471098	-25
FIG00935463_FIG00935464:_hypothetical_protein_	FIG00935463	FIG00935464:_hypothetical_protein_	1.4	0	0	0	0	0	4	16.8	1.9	4	0	0	0.013963607	0.117508375	19.07142857
FIG00000581_Thiamin_biosynthesis_protein_ThiC_	FIG00000581	Thiamin_biosynthesis_protein_ThiC_	234.2	225	77.2	354.9	93.9	136.9	1833.6	807.7	213.7	327	121.4	1266.9	0.014000754	0.117706147	4.072988147
FIG01399847_possible_glycosyltransferase_	FIG01399847	possible_glycosyltransferase_	9.6	24.5	0	730.9	17.6	359.7	30	36.9	6.2	35.8	2.6	10.7	0.014108211	0.118494058	-9.347790507
"FIG01335321_Phosphoribosylglycinamide_synthetase,_ATP-grasp_(A)_domain_protein_"	FIG01335321	"Phosphoribosylglycinamide_synthetase,_ATP-grasp_(A)_domain_protein_"	48.2	67.8	99.7	114.2	37.7	26.1	2088.9	268.2	12.5	79.5	20.6	79.2	0.014235398	0.119445985	6.474218948
"FIG00052904_Serine_protein_kinase_(prkA_protein),_P-loop_containing_"	FIG00052904	"Serine_protein_kinase_(prkA_protein),_P-loop_containing_"	1.9	142.1	49.2	0	24	15.5	0	0	2	0	12.9	0	0.014286593	0.119526739	-15.61744966
FIG01475144_putative_glycosyltransferase_yibD_	FIG01475144	putative_glycosyltransferase_yibD_	0.6	1.4	1.3	30.1	0	0	0	0	0	0	0	1.3	0.014285931	0.119526739	-25.69230769
